source,target,score
LYN,PLCG2,0.961
LYN,PRKCA,0.914
LYN,PRKCB,0.947
LYN,PRKCG,0.903
LYN,PTK2,0.97
LYN,PTK2B,0.99
LYN,PTPN6,0.953
LYN,PTPRC,0.981
LYN,SCARB2,0.973
LYN,SHC1,0.991
LYN,SHC2,0.912
LYN,SHC3,0.916
LYN,SRC,0.989
LYN,STAT3,0.938
LYN,SYK,0.999
LYN,VAV1,0.993
LYRM4,NDUFAB1,0.997
LYRM4,NFS1,0.999
LYVE1,VEGFC,0.911
LYVE1,VEGFD,0.937
LZTFL1,TTC8,0.97
MAATS1,MYCBP,0.941
MACF1,MAPRE1,0.902
MACROH2A1,PARP1,0.981
MACROH2A1,SPOP,0.958
MAD1L1,MAD2L1,0.999
MAD1L1,MAD2L2,0.933
MAD1L1,MCM3AP,0.939
MAD1L1,NUP153,0.943
MAD1L1,NUP98,0.915
MAD1L1,ORC2,0.964
MAD1L1,PCID2,0.968
MAD1L1,RANBP2,0.91
MAD1L1,TPR,0.973
MAD2L1,MAD2L2,0.975
MAD2L1,MCM3AP,0.902
MAD2L1,NDC80,0.968
MAD2L1,NEK2,0.999
MAD2L1,NUF2,0.981
MAD2L1,NUP153,0.905
MAD2L1,NUP98,0.923
MAD2L1,PCID2,0.966
MAD2L1,PLK1,0.933
MAD2L1,RANBP2,0.931
MAD2L1,RFC4,0.947
MAD2L1,SPC25,0.913
MAD2L1,TPR,0.947
MAD2L1,TYMS,0.9
MAD2L2,PAXIP1,0.933
MAD2L2,POLA1,0.968
MAD2L2,POLA2,0.922
MAD2L2,POLD1,0.978
MAD2L2,POLD2,0.999
MAD2L2,POLD3,0.998
MAD2L2,POLE,0.97
MAD2L2,POLE2,0.926
MAD2L2,POLE3,0.929
MAD2L2,POLE4,0.926
MAD2L2,POLH,0.936
MAD2L2,PRIM1,0.914
MAD2L2,PRIM2,0.908
MAD2L2,REV1,0.999
MAD2L2,REV3L,0.999
MAD2L2,SHLD1,0.997
MAD2L2,SHLD2,0.999
MAD2L2,SHLD3,0.998
MAD2L2,TP53BP1,0.963
MAEA,MKLN1,0.912
MAEA,RANBP10,0.92
MAEA,RANBP9,0.952
MAEA,RMND5A,0.969
MAEA,WDR26,0.969
MAFA,PDX1,0.949
MAGEA3,MAGEA6,0.999
MAGEA3,TRIM28,0.996
MAGEC2,TRIM28,0.992
MAGED1,NGFR,0.984
MAGED1,PJA1,0.997
MAGED1,UBXN1,0.994
MAGED1,XIAP,0.919
MAGEL2,SNRPN,0.925
MAGEL2,TRIM27,0.979
MAGEL2,USP7,0.961
MAGI1,MAGI2,0.922
MAGI1,PARD3,0.945
MAGI1,PARD6A,0.913
MAGI1,PARD6B,0.906
MAGI1,PRKCI,0.912
MAGI1,PRKCZ,0.912
MAGI1,PTEN,0.926
MAGI1,RAPGEF2,0.986
MAGI1,SYNPO,0.994
MAGI1,UBE3A,0.914
MAGI2,PTEN,0.998
MAGI2,RAPGEF2,0.989
MAGOH,PLRG1,0.931
MAGOH,PNN,0.97
MAGOH,PPIE,0.929
MAGOH,PRPF19,0.947
MAGOH,PRPF8,0.948
MAGOH,PYM1,0.999
MAGOH,RBM22,0.939
MAGOH,RBM8A,0.999
MAGOH,RNPS1,0.989
MAGOH,SAP18,0.965
MAGOH,SLU7,0.917
MAGOH,SNRNP200,0.941
MAGOH,SNRNP40,0.94
MAGOH,SNRPB,0.94
MAGOH,SNRPD1,0.915
MAGOH,SNRPD2,0.931
MAGOH,SNRPD3,0.963
MAGOH,SNRPE,0.957
MAGOH,SNRPF,0.94
MAGOH,SNRPG,0.915
MAGOH,SNW1,0.937
MAGOH,SRRM1,0.959
MAGOH,SRRM2,0.929
MAGOH,SRSF1,0.999
MAGOH,SRSF3,0.998
MAGOH,SRSF7,0.9
MAGOH,UPF1,0.994
MAGOH,UPF2,0.981
MAGOH,UPF3A,0.999
MAGOH,UPF3B,0.999
MAGOH,XAB2,0.923
MAGT1,RPN1,0.999
MAGT1,RPN2,0.999
MAGT1,STT3A,0.996
MAGT1,STT3B,0.999
MALT1,MAPK1,0.922
MALT1,MAPK11,0.915
MALT1,MAPK14,0.924
MALT1,MAPK3,0.924
MALT1,MAPK8,0.921
MALT1,MAPK9,0.922
MALT1,PRKCQ,0.913
MALT1,TAB2,0.904
MALT1,TRAF6,0.999
MAML1,MAML2,0.95
MAML1,MAML3,0.938
MAML1,NOTCH1,0.999
MAML1,NOTCH2,0.991
MAML1,NOTCH3,0.988
MAML1,NOTCH4,0.984
MAML1,RBPJ,0.999
MAML1,RBPJL,0.975
MAML2,MAML3,0.937
MAML2,NOTCH1,0.999
MAML2,NOTCH2,0.968
MAML2,NOTCH3,0.978
MAML2,NOTCH4,0.971
MAML2,RBPJ,0.999
MAML2,RBPJL,0.959
MAML3,NOTCH1,0.999
MAML3,NOTCH2,0.966
MAML3,NOTCH3,0.986
MAML3,NOTCH4,0.981
MAML3,RBPJ,0.999
MAML3,RBPJL,0.946
MAOA,MAOB,0.965
MAOA,PRKN,0.949
MAOA,SLC6A4,0.942
MAOB,PRKN,0.97
MAP1B,MAP1LC3A,0.914
MAP1B,SQSTM1,0.97
MAP1LC3A,NBR1,0.97
MAP1LC3A,SQSTM1,0.999
MAP1LC3A,ULK1,0.987
MAP2K1,MAP2K2,0.996
MAP2K1,MAP3K1,0.989
MAP2K1,MAP3K7,0.928
MAP2K1,MAP3K8,0.976
MAP2K1,MAPK1,0.999
MAP2K1,MAPK11,0.951
MAP2K1,MAPK14,0.97
MAP2K1,MAPK3,0.999
MAP2K1,MAPK8,0.934
MAP2K1,MAPK9,0.931
MAP2K1,NRAS,0.983
MAP2K1,PAK1,0.929
MAP2K1,PAK2,0.925
MAP2K1,PAK4,0.928
MAP2K1,PAK6,0.923
MAP2K1,PPP2CA,0.944
MAP2K1,PPP2CB,0.928
MAP2K1,PPP2R1A,0.95
MAP2K1,PPP2R1B,0.9
MAP2K1,PRKACA,0.929
MAP2K1,PRKACB,0.925
MAP2K1,PRKCD,0.925
MAP2K1,PTPN11,0.928
MAP2K1,RAF1,0.999
MAP2K1,YWHAB,0.931
MAP2K2,MAP3K1,0.971
MAP2K2,MAP3K7,0.922
MAP2K2,MAP3K8,0.925
MAP2K2,MAPK1,0.999
MAP2K2,MAPK11,0.947
MAP2K2,MAPK14,0.951
MAP2K2,MAPK3,0.99
MAP2K2,MAPK8,0.924
MAP2K2,MAPK9,0.924
MAP2K2,NRAS,0.968
MAP2K2,PAK1,0.921
MAP2K2,PPP2CA,0.955
MAP2K2,PPP2CB,0.921
MAP2K2,PPP2R1A,0.919
MAP2K2,PPP2R1B,0.9
MAP2K2,PRKACA,0.915
MAP2K2,PRKACB,0.914
MAP2K2,PRKCD,0.924
MAP2K2,RAF1,0.996
MAP2K2,YWHAB,0.943
MAP2K3,MAP2K4,0.913
MAP2K3,MAP3K1,0.926
MAP2K3,MAP3K2,0.947
MAP2K3,MAP3K20,0.941
MAP2K3,MAP3K3,0.97
MAP2K3,MAP3K4,0.987
MAP2K3,MAP3K5,0.988
MAP2K3,MAP3K7,0.938
MAP2K3,MAPK1,0.977
MAP2K3,MAPK11,0.976
MAP2K3,MAPK14,0.999
MAP2K3,MAPK3,0.98
MAP2K3,MAPK8,0.963
MAP2K3,MAPK8IP2,0.928
MAP2K3,MAPK9,0.94
MAP2K3,PKN1,0.965
MAP2K3,PPM1A,0.922
MAP2K3,RAC2,0.922
MAP2K3,RAP1A,0.91
MAP2K3,RAP1B,0.913
MAP2K3,RIPK1,0.919
MAP2K3,TAB1,0.978
MAP2K3,TAB2,0.944
MAP2K3,TAB3,0.936
MAP2K3,TRADD,0.924
MAP2K3,TRAF2,0.92
MAP2K4,MAP2K7,0.956
MAP2K4,MAP3K1,0.995
MAP2K4,MAP3K5,0.998
MAP2K4,MAP3K7,0.998
MAP2K4,MAP3K8,0.936
MAP2K4,MAPK11,0.93
MAP2K4,MAPK14,0.987
MAP2K4,MAPK8,0.999
MAP2K4,MAPK9,0.999
MAP2K4,PPM1A,0.946
MAP2K4,PRKCA,0.909
MAP2K4,RAC2,0.914
MAP2K4,TAB1,0.94
MAP2K4,TAB2,0.938
MAP2K4,TAB3,0.928
MAP2K5,MAP3K2,0.999
MAP2K5,MAP3K3,0.999
MAP2K5,MAPK7,0.999
MAP2K7,MAP3K1,0.981
MAP2K7,MAP3K11,0.985
MAP2K7,MAP3K20,0.953
MAP2K7,MAP3K5,0.964
MAP2K7,MAP3K7,0.987
MAP2K7,MAP3K8,0.911
MAP2K7,MAPK11,0.927
MAP2K7,MAPK14,0.947
MAP2K7,MAPK8,0.996
MAP2K7,MAPK8IP1,0.999
MAP2K7,MAPK8IP2,0.997
MAP2K7,MAPK9,0.976
MAP2K7,PPM1A,0.916
MAP2K7,PRKCA,0.906
MAP2K7,RAC2,0.92
MAP2K7,RIPK1,0.92
MAP2K7,TAB1,0.943
MAP2K7,TAB2,0.958
MAP2K7,TAB3,0.95
MAP2K7,TRADD,0.918
MAP2K7,TRAF2,0.924
MAP3K1,MAPK8,0.993
MAP3K1,MAPK9,0.956
MAP3K1,MRAS,0.934
MAP3K1,NRAS,0.949
MAP3K1,RAC2,0.929
MAP3K1,RRAS,0.929
MAP3K1,TRAF2,0.984
MAP3K1,TRAF6,0.973
MAP3K11,MAPK8IP1,0.992
MAP3K11,MAPK8IP2,0.985
MAP3K14,MAP3K7,0.959
MAP3K14,MAP3K8,0.942
MAP3K14,NFKB2,0.966
MAP3K14,PAK1,0.917
MAP3K14,RELB,0.903
MAP3K14,TAB1,0.926
MAP3K14,TAB2,0.922
MAP3K14,TAB3,0.905
MAP3K14,TRAF2,0.995
MAP3K14,TRAF3,0.994
MAP3K14,TRAF6,0.993
MAP3K2,MAP3K3,0.952
MAP3K2,PAK1,0.922
MAP3K2,PAK2,0.927
MAP3K2,SRC,0.915
MAP3K20,PKN1,0.958
MAP3K3,PAK1,0.922
MAP3K3,PAK2,0.922
MAP3K3,SQSTM1,0.973
MAP3K3,TRAF6,0.963
MAP3K5,MAPK11,0.928
MAP3K5,MAPK14,0.936
MAP3K5,MAPK8,0.978
MAP3K5,MAPK9,0.932
MAP3K5,PARK7,0.991
MAP3K5,PPP5C,0.97
MAP3K5,PRKACA,0.909
MAP3K5,PRKACB,0.91
MAP3K5,RB1CC1,0.912
MAP3K5,TRAF2,0.999
MAP3K5,TRAF6,0.966
MAP3K5,TXN,0.999
MAP3K5,TXN2,0.97
MAP3K5,YWHAZ,0.955
MAP3K7,MAPK1,0.926
MAP3K7,MAPK11,0.923
MAP3K7,MAPK14,0.939
MAP3K7,MAPK3,0.924
MAP3K7,MAPK8,0.971
MAP3K7,MAPK9,0.953
MAP3K7,MAVS,0.948
MAP3K7,MYD88,0.999
MAP3K7,NLK,0.977
MAP3K7,PRKAA1,0.966
MAP3K7,PRKAA2,0.911
MAP3K7,PRKAB1,0.94
MAP3K7,PRKAB2,0.917
MAP3K7,PRKAG1,0.918
MAP3K7,PRKAG2,0.916
MAP3K7,PRKAG3,0.919
MAP3K7,PRKCQ,0.955
MAP3K7,RIPK1,0.996
MAP3K7,TAB1,0.999
MAP3K7,TAB2,0.999
MAP3K7,TAB3,0.999
MAP3K7,TLR3,0.992
MAP3K7,TLR4,0.972
MAP3K7,TNF,0.999
MAP3K7,TNFRSF1A,0.999
MAP3K7,TRADD,0.976
MAP3K7,TRAF2,0.988
MAP3K7,TRAF3,0.978
MAP3K7,TRAF6,0.999
MAP3K7,UBE2N,0.993
MAP3K7,XIAP,0.951
MAP3K8,NFKB1,0.996
MAP3K8,TNIP2,0.995
MAP4K4,STRN,0.915
MAPK1,MAPK11,0.906
MAPK1,MAPK14,0.995
MAPK1,MAPK3,0.994
MAPK1,MAPT,0.952
MAPK1,MITF,0.932
MAPK1,MKNK1,0.999
MAPK1,MYC,0.983
MAPK1,NCF1,0.923
MAPK1,NCF2,0.915
MAPK1,NCF4,0.924
MAPK1,NFATC2,0.921
MAPK1,NOS1,0.915
MAPK1,NR4A1,0.924
MAPK1,NRAS,0.959
MAPK1,PLA2G4A,0.97
MAPK1,PPP2CA,0.974
MAPK1,PPP2CB,0.954
MAPK1,PPP2R1A,0.929
MAPK1,PPP2R1B,0.942
MAPK1,PRKACA,0.929
MAPK1,PRKACB,0.929
MAPK1,PRKCA,0.931
MAPK1,PRKCB,0.928
MAPK1,PRKCD,0.929
MAPK1,PRKCG,0.911
MAPK1,PRKCZ,0.919
MAPK1,PTPN11,0.955
MAPK1,PTPN6,0.933
MAPK1,RAC2,0.942
MAPK1,RAF1,0.975
MAPK1,ROCK1,0.922
MAPK1,ROCK2,0.919
MAPK1,RPS6KA1,0.999
MAPK1,RPS6KA3,0.989
MAPK1,SHC1,0.962
MAPK1,SMAD1,0.965
MAPK1,SMAD2,0.967
MAPK1,SMAD3,0.962
MAPK1,SMAD9,0.915
MAPK1,SP1,0.969
MAPK1,SPHK1,0.922
MAPK1,SRC,0.932
MAPK1,STAT1,0.95
MAPK1,STAT3,0.996
MAPK1,STMN1,0.949
MAPK1,TBC1D7,0.9
MAPK1,THRB,0.912
MAPK1,TP53,0.998
MAPK1,TSC1,0.926
MAPK1,TSC2,0.952
MAPK11,MAPK3,0.91
MAPK11,MAPK8,0.913
MAPK11,MAPK9,0.908
MAPK11,MAPKAPK2,0.997
MAPK11,MAPKAPK3,0.994
MAPK11,MAPKAPK5,0.953
MAPK11,MAX,0.902
MAPK11,MED1,0.923
MAPK11,NCOA3,0.906
MAPK11,PGR,0.909
MAPK11,PPARGC1A,0.928
MAPK11,PRKG1,0.916
MAPK11,PTK2,0.913
MAPK11,RAPGEF4,0.915
MAPK11,SP1,0.939
MAPK11,TP53,0.96
MAPK11,ZAP70,0.951
MAPK14,MAPK3,0.989
MAPK14,MAPK8,0.955
MAPK14,MAPK9,0.942
MAPK14,MAPKAPK2,0.999
MAPK14,MAPKAPK3,0.996
MAPK14,MAPKAPK5,0.956
MAPK14,MAX,0.976
MAPK14,MED1,0.929
MAPK14,MEF2A,0.962
MAPK14,MKNK1,0.916
MAPK14,NCOA3,0.955
MAPK14,PGR,0.92
MAPK14,PPARGC1A,0.95
MAPK14,PRKG1,0.917
MAPK14,PTK2,0.941
MAPK14,RAPGEF4,0.914
MAPK14,SP1,0.948
MAPK14,TAB1,0.999
MAPK14,TP53,0.994
MAPK14,ZAP70,0.951
MAPK3,MAPT,0.968
MAPK3,MITF,0.94
MAPK3,MKNK1,0.956
MAPK3,MYC,0.986
MAPK3,NCF1,0.965
MAPK3,NCF2,0.935
MAPK3,NCF4,0.938
MAPK3,NFATC2,0.93
MAPK3,NOS1,0.936
MAPK3,NR4A1,0.935
MAPK3,NRAS,0.97
MAPK3,PLA2G4A,0.956
MAPK3,PPP2CA,0.971
MAPK3,PPP2CB,0.925
MAPK3,PPP2R1A,0.932
MAPK3,PPP2R1B,0.913
MAPK3,PRKACA,0.959
MAPK3,PRKACB,0.958
MAPK3,PRKCA,0.956
MAPK3,PRKCB,0.949
MAPK3,PRKCD,0.935
MAPK3,PRKCG,0.913
MAPK3,PRKCZ,0.926
MAPK3,PTPN11,0.99
MAPK3,PTPN6,0.938
MAPK3,RAC2,0.95
MAPK3,RAF1,0.962
MAPK3,ROCK1,0.927
MAPK3,ROCK2,0.924
MAPK3,RPS6KA1,0.99
MAPK3,RPS6KA3,0.984
MAPK3,SMAD1,0.922
MAPK3,SMAD2,0.979
MAPK3,SMAD3,0.964
MAPK3,SMAD9,0.922
MAPK3,SP1,0.972
MAPK3,SPHK1,0.951
MAPK3,SRC,0.944
MAPK3,STAT1,0.964
MAPK3,STMN1,0.931
MAPK3,TBC1D7,0.908
MAPK3,THRB,0.916
MAPK3,TNF,0.922
MAPK3,TP53,0.994
MAPK3,TSC1,0.94
MAPK3,TSC2,0.96
MAPK6,MAPKAPK5,0.997
MAPK6,NEURL4,0.936
MAPK6,SEPTIN7,0.906
MAPK7,MEF2A,0.972
MAPK7,MEF2C,0.956
MAPK7,NFE2L2,0.947
MAPK7,NR4A1,0.928
MAPK7,PRKCZ,0.942
MAPK7,RPS6KA1,0.927
MAPK7,RPS6KA3,0.951
MAPK8,MAPK8IP1,0.999
MAPK8,MAPK8IP2,0.971
MAPK8,MAPK9,0.999
MAPK8,MECOM,0.905
MAPK8,MED1,0.953
MAPK8,NCOA3,0.965
MAPK8,NFKB1,0.987
MAPK8,NRAS,0.94
MAPK8,PGR,0.921
MAPK8,PRKCD,0.918
MAPK8,PRKCE,0.917
MAPK8,PRKCQ,0.913
MAPK8,RAC2,0.953
MAPK8,RALA,0.926
MAPK8,RAP1A,0.927
MAPK8,RAP1B,0.92
MAPK8,RAPGEF4,0.919
MAPK8,RELA,0.975
MAPK8,RHOA,0.988
MAPK8,RIPK2,0.932
MAPK8,SMAD3,0.977
MAPK8,SMAD4,0.98
MAPK8,SP1,0.962
MAPK8,SRC,0.959
MAPK8,STAT3,0.9
MAPK8,TP53,0.997
MAPK8,TRAF6,0.972
MAPK8IP1,MAPK8IP2,0.996
MAPK8IP1,MAPK9,0.993
MAPK8IP2,MAPK9,0.972
MAPK9,MECOM,0.901
MAPK9,MED1,0.952
MAPK9,NCOA3,0.946
MAPK9,NFKB1,0.943
MAPK9,NRAS,0.932
MAPK9,PGR,0.908
MAPK9,PRKCD,0.912
MAPK9,PRKCE,0.91
MAPK9,PRKCQ,0.91
MAPK9,RAC2,0.928
MAPK9,RALA,0.925
MAPK9,RAP1A,0.922
MAPK9,RAP1B,0.915
MAPK9,RAPGEF4,0.905
MAPK9,RELA,0.954
MAPK9,RHOA,0.939
MAPK9,RIPK2,0.928
MAPK9,SH3RF1,0.939
MAPK9,SMAD3,0.927
MAPK9,SMAD4,0.932
MAPK9,SP1,0.909
MAPK9,SRC,0.954
MAPK9,TP53,0.982
MAPK9,TRAF6,0.934
MAPKAP1,MLST8,0.999
MAPKAP1,MTOR,0.999
MAPKAP1,PRKDC,0.924
MAPKAP1,PRR5,0.999
MAPKAP1,PRR5L,0.999
MAPKAP1,RICTOR,0.999
MAPKAP1,RPTOR,0.996
MAPKAP1,SGK1,0.95
MAPKAP1,SMG1,0.945
MAPKAP1,TTI1,0.997
MAPKAPK2,MAPKAPK3,0.974
MAPKAPK2,ZFP36,0.979
MAPKAPK2,ZFP36L1,0.983
MAPKAPK2,ZFP36L2,0.926
MAPRE1,MAPRE3,0.992
MAPRE1,PLK1,0.9
MAPRE1,TPM1,0.905
MAPRE1,XRCC4,0.902
MAPRE3,TUBA1B,0.944
MAPRE3,TUBB2B,0.948
MAPRE3,TUBB3,0.946
MAPT,PRKACA,0.915
MAPT,PRKN,0.92
MAPT,PSEN1,0.95
MAPT,SNCA,0.994
MAPT,STUB1,0.944
MAPT,TARDBP,0.97
MAPT,TUBA1A,0.978
MAPT,TUBA1B,0.995
MAPT,TUBA1C,0.938
MAPT,TUBA4A,0.981
MAPT,TUBB,0.943
MAPT,TUBB1,0.924
MAPT,TUBB2A,0.957
MAPT,TUBB2B,0.994
MAPT,TUBB3,0.987
MAPT,TUBB4A,0.953
MAPT,TUBB4B,0.943
MAPT,TUBB6,0.941
MAPT,TUBB8,0.914
MAPT,VDAC1,0.975
MAPT,YWHAQ,0.958
MAPT,YWHAZ,0.974
MARC2,MOCS1,0.905
MARC2,MOCS2,0.918
MARCHF2,STX6,0.952
MARCKSL1,PRKCD,0.904
MARCKSL1,PRKCE,0.9
MARS1,QARS1,0.999
MARS1,RARS1,0.999
MASP1,MASP2,0.986
MASP1,MBL2,0.998
MASP2,MBL2,0.999
MAT1A,MAT2A,0.991
MAT1A,MAT2B,0.995
MAT2A,MAT2B,0.999
MATR3,NONO,0.993
MATR3,PSPC1,0.923
MATR3,RBM14,0.949
MATR3,SFPQ,0.974
MATR3,TARDBP,0.995
MAU2,NIPBL,0.999
MAU2,PDS5A,0.988
MAU2,PDS5B,0.922
MAU2,RAD21,0.902
MAU2,SMC3,0.942
MAU2,STAG1,0.911
MAVS,NFKB1,0.903
MAVS,NLRP3,0.999
MAVS,NOD2,0.995
MAVS,RIPK1,0.973
MAVS,RPS27A,0.932
MAVS,STING1,0.999
MAVS,TAB1,0.935
MAVS,TAB2,0.934
MAVS,TANK,0.973
MAVS,TBK1,0.999
MAVS,TLR3,0.921
MAVS,TOMM70,0.983
MAVS,TRADD,0.996
MAVS,TRAF2,0.999
MAVS,TRAF3,0.999
MAVS,TRAF6,0.999
MAVS,TRIM14,0.905
MAVS,TRIM25,0.982
MAVS,TRIM31,0.907
MAVS,UBA52,0.91
MAVS,UBB,0.912
MAX,MCRS1,0.9
MAX,MGA,0.995
MAX,MXD1,0.999
MAX,MXI1,0.998
MAX,MYC,0.999
